myFlowerExperiment | INFO flwr 2024-05-05 17:59:14,463 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-09 11:44:25,316 | server.py:129 | fit progress: (6, 4.302149772644043, {'accuracy': 0.5685279369354248}, 58.69081599999845)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:25,316 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:25,428 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:44:25,428 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-09 11:44:25,428 | server.py:111 | [ROUND 7]
myFlowerExperiment | INFO flwr 2024-05-09 11:44:25,428 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:34,467 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:44:34,782 | server.py:129 | fit progress: (7, 4.7039384841918945, {'accuracy': 0.5888324975967407}, 68.15023241699964)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:34,782 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:34,894 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:44:34,894 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-09 11:44:34,894 | server.py:111 | [ROUND 8]
myFlowerExperiment | INFO flwr 2024-05-09 11:44:34,894 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:43,955 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:44:44,241 | server.py:129 | fit progress: (8, 4.848245620727539, {'accuracy': 0.5812183022499084}, 77.60671104199719)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:44,242 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:44,353 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:44:44,353 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-09 11:44:44,353 | server.py:111 | [ROUND 9]
myFlowerExperiment | INFO flwr 2024-05-09 11:44:44,353 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:53,360 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:44:53,654 | server.py:129 | fit progress: (9, 5.123324871063232, {'accuracy': 0.5913705825805664}, 87.01769512499959)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:53,654 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:44:53,766 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:44:53,767 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-09 11:44:53,767 | server.py:111 | [ROUND 10]
myFlowerExperiment | INFO flwr 2024-05-09 11:44:53,767 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:45:02,847 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,130 | server.py:129 | fit progress: (10, 5.534164905548096, {'accuracy': 0.5812183022499084}, 96.49302162499953)
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,130 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,240 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,241 | server.py:487 | 
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,241 | server.py:488 | [SUMMARY]
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,241 | server.py:489 | Run finished 10 rounds in 96.60s
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,241 | server.py:492 | History (loss, distributed):
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	('\tround 1: 1.025232577988495\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 2: 1.8934067680860647\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 3: 1.788808729798121\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 4: 0.6912878394542256\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 5: 0.6675983410886771\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 6: 0.6058367303854912\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 7: 0.6406013721580704\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 8: 0.6304411174735957\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 9: 0.6622427344737568\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 10: 0.6787691140216402\n')History (loss, centralized):
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	('\tround 0: 1.4004815816879272\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 1: 1.4807944297790527\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 2: 2.7986772060394287\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 3: 4.288219928741455\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 4: 3.69989013671875\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 5: 4.200775623321533\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 6: 4.302149772644043\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 7: 4.7039384841918945\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 8: 4.848245620727539\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 9: 5.123324871063232\n'
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	 '\tround 10: 5.534164905548096\n')History (metrics, centralized):
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	{'accuracy': [(0, 0.29695430397987366),
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	              (1, 0.3604061007499695),
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	              (2, 0.403553307056427),
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	              (3, 0.34517765045166016),
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	              (4, 0.5380710363388062),
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	              (5, 0.5507614016532898),
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	              (6, 0.5685279369354248),
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	              (7, 0.5888324975967407),
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	              (8, 0.5812183022499084),
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	              (9, 0.5913705825805664),
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:494 | 	              (10, 0.5812183022499084)]}
myFlowerExperiment | INFO flwr 2024-05-09 11:45:03,242 | server.py:495 | 
myFlowerExperiment | INFO flwr 2024-05-14 18:05:20,840 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-14 18:06:15,064 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-14 18:06:15,073 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-14 18:06:15,074 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-14 18:06:15,074 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 18:06:21,991 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-14 18:06:22,001 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-14 18:06:22,001 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-14 18:06:22,001 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 18:10:33,818 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 18:10:33,821 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-14 18:13:57,352 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-14 18:13:57,367 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-14 18:13:57,367 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-14 18:13:57,367 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 18:14:33,022 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 18:14:33,023 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-14 18:20:30,506 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-14 18:20:30,539 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-14 18:20:30,539 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-14 18:20:30,540 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 18:22:05,471 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 18:22:05,471 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-14 18:22:06,064 | server.py:97 | initial parameters (loss, other metrics): 1.4028350114822388, {'accuracy': 0.2385786771774292}
myFlowerExperiment | INFO flwr 2024-05-14 18:22:06,064 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 18:22:06,064 | server.py:111 | [ROUND 1]
myFlowerExperiment | INFO flwr 2024-05-14 18:24:40,471 | server.py:224 | configure_fit: strategy sampled 2 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:24:59,380 | server.py:238 | aggregate_fit: received 2 results and 0 failures
myFlowerExperiment | WARNING flwr 2024-05-14 18:24:59,413 | fedavg.py:252 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | INFO flwr 2024-05-14 18:25:00,266 | server.py:129 | fit progress: (1, 4.537788391113281, {'accuracy': 0.36802029609680176}, 174.20321816700744)
myFlowerExperiment | INFO flwr 2024-05-14 18:25:00,266 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:25:00,871 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | WARNING flwr 2024-05-14 18:25:00,872 | fedavg.py:283 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | INFO flwr 2024-05-14 18:25:00,872 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 18:25:00,872 | server.py:111 | [ROUND 2]
myFlowerExperiment | INFO flwr 2024-05-14 18:25:00,872 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:25:27,949 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:25:28,623 | server.py:129 | fit progress: (2, 4.583142280578613, {'accuracy': 0.34771573543548584}, 202.56071320800402)
myFlowerExperiment | INFO flwr 2024-05-14 18:25:28,624 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:25:29,034 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:25:29,034 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 18:25:29,034 | server.py:111 | [ROUND 3]
myFlowerExperiment | INFO flwr 2024-05-14 18:25:29,034 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:25:55,289 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:25:55,898 | server.py:129 | fit progress: (3, 4.648553848266602, {'accuracy': 0.46446701884269714}, 229.83585787500488)
myFlowerExperiment | INFO flwr 2024-05-14 18:25:55,899 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:25:56,227 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:25:56,227 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 18:25:56,227 | server.py:111 | [ROUND 4]
myFlowerExperiment | INFO flwr 2024-05-14 18:25:56,227 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:26:22,418 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:26:23,092 | server.py:129 | fit progress: (4, 5.052924156188965, {'accuracy': 0.5025380849838257}, 257.02986450000026)
myFlowerExperiment | INFO flwr 2024-05-14 18:26:23,092 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:26:23,427 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:26:23,427 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 18:26:23,427 | server.py:111 | [ROUND 5]
myFlowerExperiment | INFO flwr 2024-05-14 18:26:23,427 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:26:49,064 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:26:49,642 | server.py:129 | fit progress: (5, 5.110551834106445, {'accuracy': 0.4340101480484009}, 283.58007462500245)
myFlowerExperiment | INFO flwr 2024-05-14 18:26:49,642 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:26:50,087 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:26:50,087 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 18:26:50,088 | server.py:111 | [ROUND 6]
myFlowerExperiment | INFO flwr 2024-05-14 18:26:50,088 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:27:16,847 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:27:17,459 | server.py:129 | fit progress: (6, 5.646128177642822, {'accuracy': 0.5380710363388062}, 311.3970301250083)
myFlowerExperiment | INFO flwr 2024-05-14 18:27:17,459 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:27:17,819 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:27:17,819 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 18:27:17,819 | server.py:111 | [ROUND 7]
myFlowerExperiment | INFO flwr 2024-05-14 18:27:17,819 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:27:49,899 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:27:50,844 | server.py:129 | fit progress: (7, 6.299483776092529, {'accuracy': 0.5406091213226318}, 344.7817393330042)
myFlowerExperiment | INFO flwr 2024-05-14 18:27:50,844 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:27:51,375 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:27:51,375 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 18:27:51,375 | server.py:111 | [ROUND 8]
myFlowerExperiment | INFO flwr 2024-05-14 18:27:51,375 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:28:21,915 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:28:22,514 | server.py:129 | fit progress: (8, 6.541714191436768, {'accuracy': 0.5431472063064575}, 376.452562749997)
myFlowerExperiment | INFO flwr 2024-05-14 18:28:22,514 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:28:22,903 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:28:22,903 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 18:28:22,903 | server.py:111 | [ROUND 9]
myFlowerExperiment | INFO flwr 2024-05-14 18:28:22,903 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:28:48,669 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:28:49,252 | server.py:129 | fit progress: (9, 6.8888773918151855, {'accuracy': 0.5431472063064575}, 403.19003625000187)
myFlowerExperiment | INFO flwr 2024-05-14 18:28:49,252 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:28:49,574 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:28:49,574 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 18:28:49,574 | server.py:111 | [ROUND 10]
myFlowerExperiment | INFO flwr 2024-05-14 18:28:49,574 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:29:15,382 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:29:15,970 | server.py:129 | fit progress: (10, 7.014949321746826, {'accuracy': 0.5634517669677734}, 429.9087399580021)
myFlowerExperiment | INFO flwr 2024-05-14 18:29:15,970 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,276 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,279 | server.py:487 | 
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,279 | server.py:488 | [SUMMARY]
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,279 | server.py:489 | Run finished 10 rounds in 430.21s
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,279 | server.py:492 | History (loss, distributed):
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,279 | server.py:494 | 	('\tround 1: 1.4924052488513109\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,279 | server.py:494 | 	 '\tround 2: 1.3818540078837698\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,279 | server.py:494 | 	 '\tround 3: 0.7222967735566329\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,279 | server.py:494 | 	 '\tround 4: 0.7184021708649625\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,279 | server.py:494 | 	 '\tround 5: 1.2067717263922875\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 6: 0.6942821417120691\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 7: 0.694596026988395\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 8: 0.7782322691708077\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 9: 0.6934710271163269\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 10: 0.7259636045229144\n')History (loss, centralized):
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	('\tround 0: 1.4028350114822388\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 1: 4.537788391113281\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 2: 4.583142280578613\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 3: 4.648553848266602\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 4: 5.052924156188965\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 5: 5.110551834106445\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 6: 5.646128177642822\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 7: 6.299483776092529\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 8: 6.541714191436768\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 9: 6.8888773918151855\n'
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	 '\tround 10: 7.014949321746826\n')History (metrics, centralized):
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	{'accuracy': [(0, 0.2385786771774292),
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	              (1, 0.36802029609680176),
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	              (2, 0.34771573543548584),
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	              (3, 0.46446701884269714),
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	              (4, 0.5025380849838257),
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	              (5, 0.4340101480484009),
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	              (6, 0.5380710363388062),
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	              (7, 0.5406091213226318),
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	              (8, 0.5431472063064575),
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	              (9, 0.5431472063064575),
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:494 | 	              (10, 0.5634517669677734)]}
myFlowerExperiment | INFO flwr 2024-05-14 18:29:16,280 | server.py:495 | 
myFlowerExperiment | INFO flwr 2024-05-14 20:34:49,603 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-14 20:39:10,571 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-14 20:39:10,582 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-14 20:39:10,582 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-14 20:39:10,582 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 20:48:52,024 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-14 20:48:52,034 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-14 20:48:52,035 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-14 20:48:52,035 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 20:51:18,048 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 20:51:18,048 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-14 20:51:18,683 | server.py:97 | initial parameters (loss, other metrics): 1.3958492279052734, {'accuracy': 0.1878172606229782}
myFlowerExperiment | INFO flwr 2024-05-14 20:51:18,683 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 20:51:18,683 | server.py:111 | [ROUND 1]
myFlowerExperiment | INFO flwr 2024-05-14 20:58:50,108 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-14 20:58:50,137 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-14 20:58:50,138 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-14 20:58:50,138 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 21:00:53,855 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 21:00:53,855 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-14 21:00:54,571 | server.py:97 | initial parameters (loss, other metrics): 1.4067848920822144, {'accuracy': 0.1878172606229782}
myFlowerExperiment | INFO flwr 2024-05-14 21:00:54,572 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 21:00:54,572 | server.py:111 | [ROUND 1]
myFlowerExperiment | INFO flwr 2024-05-14 21:01:06,581 | server.py:224 | configure_fit: strategy sampled 2 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:01:27,229 | server.py:238 | aggregate_fit: received 2 results and 0 failures
myFlowerExperiment | WARNING flwr 2024-05-14 21:01:27,256 | fedavg.py:252 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | INFO flwr 2024-05-14 21:01:28,161 | server.py:129 | fit progress: (1, 1.407026767730713, {'accuracy': 0.31725889444351196}, 33.59016141699976)
myFlowerExperiment | INFO flwr 2024-05-14 21:01:28,161 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:04:02,937 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-14 21:04:02,948 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
